fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_1
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,3381,80
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,3382,32
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,3383,85
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,3384,16
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,3385,73
6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,5,3386,88
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,3387,56
6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7,3388,73
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5,3389,63
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,3390,37
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,3391,88
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,3392,38
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,3393,24
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5,3394,56
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3395,94
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6,3396,74
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,3397,86
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5,3398,89
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,3399,81
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,3400,43
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,3401,35
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,3402,71
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,3403,42
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,3404,4
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,3405,86
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,3406,54
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8,3407,61
7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,3408,17
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,3409,87
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,3410,39
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7,3411,27
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,3412,90
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,3413,41
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6,3414,12
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,3415,15
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,3416,84
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,3417,29
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,3418,35
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6,3419,45
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,3420,26
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,3421,14
6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5,3422,37
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6,3423,5
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,3424,58
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,3425,32
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,3426,99
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5,3427,55
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,3428,41
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,3429,11
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,3430,60
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3431,32
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,3432,45
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,3433,22
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,3434,91
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7,3435,85
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,3436,81
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,3437,33
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,3438,46
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,3439,20
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,3440,87
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,5,3441,22
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,3442,61
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,3443,56
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,3444,33
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,3445,96
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,3446,70
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,3447,3
6.7,0.23,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,6,3448,63
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,3449,16
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,3450,8
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,3451,28
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,3452,54
6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,3453,8
8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7,3454,81
5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6,3455,4
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6,3456,26
6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,3457,70
6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5,3458,47
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,3459,0
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,3460,13
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,3461,16
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,3462,42
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7,3463,29
7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6,3464,21
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,3465,70
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,3466,82
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5,3467,64
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,3468,27
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,3469,73
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,3470,2
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7,3471,79
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,3472,64
9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6,3473,89
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,3474,46
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,3475,13
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,3476,19
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7,3477,87
6.4,0.125,0.36,1.4,0.044,22,68,0.99014,3.15,0.5,11.7,7,3478,62
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,3479,100
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,3480,81
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6,3481,59
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4,3482,17
6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,3483,11
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,3484,30
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,3485,27
7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,3486,81
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,3487,42
7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,3488,65
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,3489,65
7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2,6,3490,97
6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7,3491,67
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,3492,52
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,3493,86
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,3494,89
6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6,3495,79
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,3496,94
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,3497,58
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,3498,94
6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,3499,65
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7,3500,40
8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6,3501,47
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,3502,19
6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,5,3503,7
8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,3504,33
6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,6,3505,50
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,3506,51
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,3507,54
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,3508,37
6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,3509,66
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,3510,10
6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5,3511,13
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,3512,44
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5,3513,42
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,3514,81
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,3515,100
6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,3516,23
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,3517,43
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,3518,98
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,3519,79
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,3520,15
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,3521,29
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,3522,16
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,3523,3
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,3524,63
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,3525,82
6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,3526,11
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,3527,2
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,3528,11
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,3529,8
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,3530,95
5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,7,3531,73
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,3532,42
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,3533,81
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,3534,56
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,3535,60
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3536,36
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,3537,15
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,3538,54
6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6,3539,51
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,3540,8
8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,3541,17
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6,3542,15
7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6,3543,13
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,3544,75
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,3545,26
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,3546,46
6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6,3547,100
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,3548,25
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,3549,70
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,3550,5
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4,3551,29
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,3552,79
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,3553,77
6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5,3554,17
7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6,3555,71
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,3556,39
6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,3557,20
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,3558,16
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,3559,38
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,3560,81
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,3561,81
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,3562,65
6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4,3563,72
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5,3564,14
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,3565,33
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,3566,9
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,3567,92
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,3568,57
6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,3569,85
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,3570,82
6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5,3571,7
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,3572,92
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7,3573,75
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,3574,83
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,3575,17
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,6,3576,35
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,3577,87
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,3578,10
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,6,3579,19
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,3580,56
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5,3581,63
6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5,3582,92
6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,3583,32
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,3584,96
6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7,3585,10
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8,3586,15
6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6,3587,65
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,3588,19
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,3589,10
6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,3590,4
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,3591,60
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,3592,32
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,3593,97
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,3594,21
7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,3595,31
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,3596,54
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,3597,45
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,3598,61
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,3599,29
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,3600,43
8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,3601,0
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,3602,86
7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,3603,5
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,3604,80
7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,3605,19
7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,3606,16
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,3607,4
11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3,3608,30
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4,3609,53
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,3610,28
5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6,3611,11
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,3612,4
7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,3613,15
6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,3614,22
8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,3615,64
6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6,3616,93
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4,3617,26
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,3618,19
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,3619,51
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3620,94
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,3621,14
6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,3622,65
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,3623,55
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5,3624,67
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,3625,74
5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,5,3626,88
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,3627,99
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,3628,38
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,3629,64
7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,6,3630,25
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,3631,6
6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6,3632,64
6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,3633,44
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6,3634,77
6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,3635,70
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,3636,25
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,3637,68
5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,7,3638,66
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,3639,78
8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5,3640,57
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,3641,66
6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6,3642,59
8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,3643,100
7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,3644,51
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,3645,81
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,3646,5
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,3647,57
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,3648,96
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,3649,23
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6,3650,59
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,3651,44
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,3652,98
7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,3653,83
6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7,3654,92
6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,3655,52
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,3656,37
6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7,3657,52
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,3658,20
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5,3659,54
6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,3660,52
7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,3661,69
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,3662,83
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,3663,76
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3664,97
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,3665,22
7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,5,3666,61
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,3667,53
8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6,3668,51
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,3669,43
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,3670,25
5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,5,3671,65
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5,3672,94
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,3673,80
6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6,3674,85
